"","Id_sensor","Time","NOx","max_wind10","avg_wind10","max_wind100","avg_wind100","max_humidity","avg_humidity","max_precipitation","avg_precipitation","max_temperature","avg_temperature","min_temperature","k_precipitation","k_wind10","type","area","sin12","cos12","sin6","cos6","sin4","cos4","sin3","cos3","lat","lng"
"7145",6204,"gennaio 16",5.09453655294014,-0.883563912317061,-1.03300035340432,-0.44804727091231,-0.632854416135699,0.614261819663678,0.775022141391266,-1.04178187862878,-0.924116949484988,-1.44290890887324,-1.47760937482329,-1.32671190461128,-0.679566000247858,-1.0995492916967,"T","U",0.5,0.866,0.866,0.5,1,0,0.866,-0.5,45.5193349813872,9.59200999488842
"7146",6204,"febbraio 16",4.84720883674968,-0.160892936298647,-0.0545376952509814,0.0838875126657181,0.459679968539562,-0.152360656536973,0.826117369137552,-0.728737004386462,0.921431283844208,-1.15109976607834,-1.06431758595329,-0.978136092295672,0.547807352164867,-0.260883366084819,"T","U",0.866,0.5,0.866,-0.5,0,-1,-0.866,-0.5,45.5193349813872,9.59200999488842
"7147",6204,"marzo 16",3.91185879275352,0.257495523501488,-0.447749933849614,0.367014091021765,-0.273934670315304,-0.152360656536973,0.13704571049578,-0.656495879561311,-0.462942425497402,-0.884665331352562,-0.804921711785593,-0.911102282234979,-0.434091329765313,-0.95977163742805,"T","U",1,0,0,-1,-1,0,0,1,45.5193349813872,9.59200999488842
"7148",6204,"aprile 16",3.76329708425946,-0.984991417723154,-0.200262407208099,-0.928504494789238,-0.113883296142212,-1.68560560893827,-0.319250573332187,-0.776897754269896,-0.648765787154455,-0.41523323207381,-0.121794119621717,-0.307797991688741,-0.434091329765313,-0.680216328890757,"T","U",0.866,-0.5,-0.866,-0.5,0,1,0.866,-0.5,45.5193349813872,9.59200999488842
"7149",6204,"maggio 16",3.80799970760175,-0.718744216032159,-0.5242977288793,-0.413728897778244,-0.419237671363971,-0.152360656536973,-0.147896647341674,0.282638743165647,1.14246700234618,0.143010345446868,0.176096560782867,0.0139642966025853,1.52970603409505,0.0186719424524727,"T","U",0.5,-0.866,-0.866,0.5,1,0,-0.866,-0.5,45.5193349813872,9.59200999488842
"7150",6204,"giugno 16",3.58964093355211,-0.769457968735206,-1.22978488870099,-0.791231002252973,-1.20836017631969,0.614261819663678,0.365188740419136,0.0899957436319122,0.789866690190469,0.891564233485959,0.766861347540072,0.724522683245932,1.2842313636125,-1.51888225450263,"T","U",0,-1,0,1,0,-1,0,1,45.5193349813872,9.59200999488842
"7151",6204,"luglio 16",3.39422420071847,-0.95963454137163,-0.963256806821724,-0.851288155237589,-0.80086545552119,-2.45222808513893,-0.436672998153257,-0.319370630377275,-0.654373359982815,0.967688357693324,1.22624409378148,0.952437637452288,0.0568580111997772,-1.23932694596534,"T","U",-0.5,-0.866,0.866,0.5,-1,0,0.866,-0.5,45.5193349813872,9.59200999488842
"7152",6204,"agosto 16",2.87176445907564,-0.693387339680636,-1.03444625619933,-1.13441473359364,-1.00528520773062,-3.21885056133958,-0.517953649204851,-0.12672763084354,-0.0351232916095507,0.815440109278594,1.0904544750794,1.16694582964651,0.302332681682322,-1.51888225450263,"T","U",-0.866,-0.5,0.866,-0.5,0,1,-0.866,-0.5,45.5193349813872,9.59200999488842
"7153",6204,"settembre 16",3.50015995243564,0.181424894446919,-1.22723613063686,0.264058971619566,-1.10617242356478,-1.68560560893827,-0.220364226543395,-0.560174379794444,-0.690725901077015,0.663191860863863,0.782824563494505,0.724522683245932,-0.679566000247858,-1.23932694596534,"T","U",-1,0,0,-1,1,0,0,1,45.5193349813872,9.59200999488842
"7154",6204,"ottobre 16",3.97584794766814,-0.541246081571496,-1.07790839315507,-0.353671744793627,-0.907389384838118,0.614261819663678,0.940497278154782,-0.295290255435558,0.156307642875863,-0.301047045762763,-0.246702933812193,-0.240764181628048,0.793282022647412,-0.95977163742805,"T","U",-0.866,0.5,-0.866,-0.5,0,-1,0.866,-0.5,45.5193349813872,9.59200999488842
"7155",6204,"novembre 16",4.49833342004082,-0.452497014341164,-0.761868063409194,-0.39656971121121,-0.315368544023777,0.614261819663678,1.2073074052199,-0.680576254503028,0.308823955578254,-1.07497564187098,-0.832612800825413,-0.964729330283533,0.793282022647412,-0.819993983159404,"T","U",-0.5,0.866,-0.866,0.5,-1,0,-0.866,-0.5,45.5193349813872,9.59200999488842
"7156",6204,"dicembre 16",5.4440509986675,-1.55552113563243,-1.48624835308563,-1.02288002090792,-1.02372660003337,-0.152360656536973,1.33647207252308,-1.37890712781282,-1.39834358264203,-1.32872272256219,-1.39250279042639,-1.03176314034423,-1.41599001169549,-1.51888225450263,"T","U",0,1,0,1,0,1,0,1,45.5193349813872,9.59200999488842
"7157",6204,"gennaio 17",5.12082906363571,1.39855495932004,0.039094042539159,1.53383877758002,0.168753559307098,0.614261819663678,-0.382537017358519,-1.30666600298767,-1.33888397420338,-1.81084217587551,-1.84582849670629,-1.48759304875694,-1.66146468217804,-0.540438674622111,"T","U",0.5,0.866,0.866,0.5,1,0,0.866,-0.5,45.5193349813872,9.59200999488842
"7158",6204,"febbraio 17",4.86261163899237,-0.566602957923019,-0.163575357634668,-0.499524830613409,-0.0564525474103439,0.614261819663678,1.59401233486113,-0.51201362991101,-0.201226919016128,-1.23991124432027,-1.09235608769253,-0.80384818613787,0.0568580111997772,-0.540438674622111,"T","U",0.866,0.5,0.866,-0.5,0,-1,-0.866,-0.5,45.5193349813872,9.59200999488842
